総額(万),家賃(万),管理費(円),物件名,間取り,面積,階,築年,構造,最寄り駅,徒歩(分),桜木町(分),路線,区,犯罪率(‰),所在地,敷/礼,バストイレ別,オートロック,エアコン,洗濯機置場,洗面台,モニタホン,宅配BOX,都市ガス,システムキッチン,IH,ガスコンロ可,物件ページ
5.9,5.6,3000,トップルーム都立大学,1R,12.08㎡,4,42,鉄筋コンクリート,自由が丘,15,30,東急東横線,目黒区,9.77,東京都目黒区中根1,敷 5.6万円 / 礼 5.6万円,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000439728738a7d0237b52e4346965bf473c641f81/
5.9,5.7,2000,ウィンブルーム屏風浦,1R,19.87㎡,3,30,鉄骨,磯子,13,13,JR京浜東北・根岸線,磯子区,4.36,神奈川県横浜市磯子区森3,敷 なし / 礼 なし,,,,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000029225853936def4d2c8e79d561f5dd33e629672/
5.9,5.9,0,京浜東北線 桜木町駅 11階建 築43年,1R,16.55㎡,4,43,鉄骨鉄筋コンクリート,日ノ出町,8,8,京急本線,中区,11.11,神奈川県横浜市中区花咲町1,敷 5.9万円 / 礼 5.9万円,,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_0000011350532e9bd54e5f138d943271e1417311a5dc/
5.9,5.9,0,東急東横線 武蔵小杉駅 6階建 築35年,1R,15.66㎡,6,35,鉄骨鉄筋コンクリート,武蔵小杉,8,23,東急東横線,中原区,4.01,神奈川県川崎市中原区新丸子町,敷 5.9万円 / 礼 5.9万円,,○,○,,,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_0000040431824961a9fbd2d2b76df28fe10e2dabecab/
6.0,5.0,10000,横浜市営地下鉄ブルーライン 阪東橋駅 10階建 築34年,1R,19.11㎡,4,34,鉄骨鉄筋コンクリート,阪東橋,3,6,ブルーライン,南区,3.93,神奈川県横浜市中区伊勢佐木町7,敷 5万円 / 礼 なし,,○,○,○,,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000004221672f422faeeab044beadb16fa1ba3643b10/
6.0,5.0,10000,シティマンションオリエント伊勢佐木町,1R,19.11㎡,4,34,鉄骨鉄筋コンクリート,阪東橋,3,6,ブルーライン,南区,3.93,神奈川県横浜市中区伊勢佐木町7,敷 5万円※ / 礼 なし,,○,○,○,,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000004221672f422faeeab044beadb16fa1ba3643b10/
6.0,5.4,6000,京急本線 京急東神奈川駅 11階建 築35年,1R,17.12㎡,10,35,鉄骨鉄筋コンクリート,京急東神奈川,14,11,京急本線,神奈川区,4.71,神奈川県横浜市神奈川区浦島町,敷 5.4万円 / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_00000374711657cc602d9f804db23760148e98f6868e/
6.0,5.4,6000,グランディオール白楽,1R,16.04㎡,4,32,鉄筋コンクリート,東白楽,11,11,東急東横線,神奈川区,4.71,神奈川県横浜市神奈川区白幡上町,敷 5.4万円 / 礼 5.4万円,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000017242212dea13432359d96a87fdb22d6336104e/
6.0,5.5,5000,セザール伊勢佐木,1R,19.95㎡,6,46,鉄骨鉄筋コンクリート,伊勢佐木長者町,9,4,ブルーライン,中区,11.11,神奈川県横浜市中区若葉町3,敷 なし / 礼 なし,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000173875874a493b09c7ea28b968e2efc4dc89b0a/
6.0,5.5,5000,ダイアパレス根岸,1R,22.88㎡,8,44,鉄骨鉄筋コンクリート,根岸,2,10,JR京浜東北・根岸線,中区,11.11,神奈川県横浜市磯子区東町,敷 5.5万円 / 礼 なし,,,○,,,,,○,○,,,https://realestate.yahoo.co.jp/rent/detail/000001097270bad8017f1ebe31ad28b3b5921463a153/
6.0,5.5,5000,パレTOHO平沼,1R,16.41㎡,4,37,鉄筋コンクリート,戸部,8,10,京急本線,西区,14.14,神奈川県横浜市西区西平沼町,敷 5.5万円 / 礼 なし,,,○,○,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000002233872c94bc98a87cf60195234c1d85c651d4f/
6.0,5.5,5000,相模鉄道本線 平沼橋駅 6階建 築37年,1R,16.41㎡,4,37,鉄筋コンクリート,戸部,8,10,京急本線,西区,14.14,神奈川県横浜市西区西平沼町,敷 5.5万円 / 礼 なし,,,○,○,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000005999674c94bc98a87cf60195234c1d85c651d4f/
6.0,5.5,5000,RKB24,1R,20.36㎡,5,35,鉄筋コンクリート,岸根公園,18,15,ブルーライン,港北区,4.78,神奈川県横浜市神奈川区六角橋3,敷 5.5万円 / 礼 5.5万円,,○,○,○,,,,○,○,,○,https://realestate.yahoo.co.jp/rent/detail/000001932560ba4c0dc8255f84ba97914566bc685927/
6.0,5.5,5000,トップ川崎第2,1R,15.17㎡,5,41,鉄筋コンクリート,川崎,12,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区本町2,敷 なし / 礼 5.5万円,,,○,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000000867603579c7a1d09def65c632884d0da9af79f/
6.0,5.5,5000,スカイコート生麦,1R,24.37㎡,8,41,鉄骨鉄筋コンクリート,生麦,6,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区生麦4,敷 なし / 礼 なし,,○,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000012753318edd353cdf5ae23cf95e9c6fc11f4384/
6.0,5.5,5000,スカイコート生麦,1R,24.73㎡,9,41,鉄骨鉄筋コンクリート,生麦,6,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区生麦4,敷 5.5万円 / 礼 5.5万円,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001275331141be4066a2b05b7cfd6daa15d2e7398/
6.0,5.5,5000,セイントパレス鶴見市場,1R,17.31㎡,5,35,鉄筋コンクリート,鶴見市場,7,20,京急本線,川崎区,10.65,神奈川県川崎市川崎区池田1,敷 5.5万円 / 礼 なし,,○,○,,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/00000118753041cf6ebcc6e208dbfaedef95f4ddc527/
6.0,5.5,5000,スカイコート鶴見第5,1R,16.51㎡,7,36,その他,鶴見市場,3,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区市場大和町,敷 1ヶ月 / 礼 1ヶ月,,○,○,○,○,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000238091758f69ac5d65e9a1a3d16c985c8b6b42b/
6.0,5.5,5000,ベルサイユ池上,1R,14.28㎡,5,42,鉄筋コンクリート,蒲田,20,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区池上5,敷 5.5万円 / 礼 5.5万円,,,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000087845884ebaf24dabd6ebd700fa19d77042eb4/
6.0,5.5,5000,verde,1R,20.1㎡,5,60,鉄筋コンクリート,蒲田,7,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区西蒲田4,敷 なし / 礼 なし,,○,○,○,,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000087108994b8e44a8cac9a30ba71c0287ef78fb3/
6.0,5.5,5000,JR京浜東北・根岸線 蒲田駅 6階建 築60年,1R,20.1㎡,5,60,鉄筋コンクリート,蒲田,7,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区西蒲田4,敷 なし / 礼 なし,○,○,○,○,,○,○,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/_00000087108994b8e44a8cac9a30ba71c0287ef78fb3/
6.0,5.6,4000,ライオンズマンション川崎第16,1R,16.67㎡,4,35,鉄筋コンクリート,川崎,24,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区中島2,敷 5.6万円※ / 礼 5.6万円※,,○,○,○,○,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000003780256692e5f8136aec5359d8c4ba3a8ce3be8/
6.0,5.7,3000,台ビル,1R,20.21㎡,3,37,鉄筋コンクリート,横浜,7,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区台町,敷 5.7万円 / 礼 5.7万円,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000009860264db2868b33c3e864a54d4922408f4c2a/
6.0,5.7,3000,ダイアパレス反町公園,1R,16.2㎡,4,35,鉄筋コンクリート,東神奈川,4,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区二ツ谷町,敷 5.7万円 / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000174839435bc3b90b5e8425d99c3c2600619f665/
6.0,5.7,3000,Bluebird Housing,1R,17.51㎡,3,1,木造,鶴見,,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区朝日町1,敷 なし / 礼 なし,○,,○,○,○,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/000008619334162a0c6b1206090e158e08af3c4c5c67/
6.0,5.7,3000,ヴィラコンフォート上大岡,1R,16.5㎡,3,9,木造,港南中央,12,15,ブルーライン,港南区,4.75,神奈川県横浜市港南区笹下1,敷 なし / 礼 なし,○,,○,○,○,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000373220611db4abe511e8d13f035bb8f2b660718/
6.0,5.7,3000,LUKE24,1R,15.53㎡,3,21,鉄筋コンクリート,新川崎,16,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区苅宿,敷 5.7万円 / 礼 なし,,○,○,○,,,○,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/000005553854a109f5396c952b4db713ab107a5d4b5e/
6.0,5.7,3000,JR横須賀線 新川崎駅 4階建 築21年,1R,15.53㎡,3,21,鉄筋コンクリート,新川崎,20,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区苅宿,敷 5.7万円 / 礼 なし,,○,○,○,,,○,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/_000005553854a109f5396c952b4db713ab107a5d4b5e/
6.0,5.7,3000,MELDIA新川崎A,1R,14.21㎡,3,8,木造,新川崎,22,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区上平間,敷 なし / 礼 1ヶ月,○,○,○,,○,○,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/000004288211f8eeb34db0b0c4efa57c6b75f20251a2/
6.0,5.7,3000,JR横須賀線 新川崎駅 3階建 築8年,1R,14.21㎡,3,8,木造,新川崎,22,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区上平間,敷 なし / 礼 5.7万円,○,○,○,,,○,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004282878f8eeb34db0b0c4efa57c6b75f20251a2/
6.0,5.7,3000,JR横須賀線 新川崎駅 3階建 築8年,1R,14.21㎡,3,8,木造,新川崎,22,15,JR横須賀線,中原区,4.01,神奈川県川崎市中原区上平間,敷 なし / 礼 1ヶ月,○,○,○,,○,○,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004288211f8eeb34db0b0c4efa57c6b75f20251a2/
6.0,5.7,3000,JR京浜東北・根岸線 川崎駅 3階建 築31年,1R,25㎡,3,31,鉄骨,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区藤崎4,敷 5.7万円 / 礼 なし,○,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_000001122798e61a62f5eaa36f2845e304494998e519/
6.0,5.7,3000,東急東横線 武蔵小杉駅 4階建 築40年,1R,17㎡,3,40,鉄骨,武蔵小杉,31,23,東急東横線,中原区,4.01,神奈川県川崎市中原区下新城1,敷 なし / 礼 なし,,,○,○,,,,,,○,○,https://realestate.yahoo.co.jp/rent/detail/_000003751542430fbce1f2467fbee09e350cf06e15cc/
6.0,5.7,3000,京急本線 梅屋敷駅 3階建 築39年,1R,18.86㎡,3,39,鉄筋コンクリート,梅屋敷,14,26,京急本線,大田区,11.06,東京都大田区大森東3,敷 5.7万円 / 礼 なし,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004973630eab87b2d1b154a0788f1dc9c62a65bee/
6.0,5.7,3000,ファサード・R,1R,18.86㎡,3,39,鉄筋コンクリート,梅屋敷,14,26,京急本線,大田区,11.06,東京都大田区大森東3,敷 5.7万円 / 礼 なし,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000004973630eab87b2d1b154a0788f1dc9c62a65bee/
6.0,5.8,2000,HOMA,1R,13.49㎡,3,7,木造,川崎,55,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区日ノ出1,敷 5.8万円 / 礼 5.8万円,○,○,○,○,○,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/000004821576dd0ad943c6f00d06fceb6159c87b693f/
6.0,5.8,2000,JR京浜東北・根岸線 川崎駅 3階建 築40年,1R,20㎡,3,40,鉄骨,川崎,19,16,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区矢向3,敷 なし / 礼 なし,○,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/_000003919847e687a8813c41acad2ec30072a380a6fe/
6.0,5.8,2000,川崎ダイカンプラザCity II,1R,17.9㎡,3,36,鉄骨鉄筋コンクリート,川崎,10,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区南町,敷 1ヶ月 / 礼 1ヶ月,,○,○,,○,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000041396073d370b860c376b3d49744e6cdd92e199/
6.0,5.8,2000,シュロス向日葵,1R,16.2㎡,3,34,鉄骨,蒲田,9,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区西蒲田4,敷 なし / 礼 なし,,,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001264250f9041807ffb353a3846df93210f684b2/
6.0,5.8,2000,セトレ南馬込,1R,19㎡,3,40,鉄骨,大森,15,25,JR京浜東北・根岸線,大田区,11.06,東京都大田区南馬込3,敷 5.8万円 / 礼 5.8万円,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001373435c27d7838462305a9496b532425482e47/
6.0,6.0,0,Uビル,1R,23.57㎡,4,39,鉄骨,横浜,18,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区上反町2,敷 6万円 / 礼 6万円,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000044990048b430e79d1b04d226515b31e883fde02/
6.0,6.0,0,トップヒルズ中里,1R,25.86㎡,3,21,鉄筋コンクリート,弘明寺(市営),15,12,ブルーライン,南区,3.93,神奈川県横浜市南区中里2,敷 なし / 礼 6万円,○,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000024048173314b530978d716f98d70f10c5b6b895/
6.0,6.0,0,JR京浜東北・根岸線 鶴見駅 8階建 築42年,1R,12.93㎡,3,42,鉄骨鉄筋コンクリート,鶴見,3,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区鶴見中央1,敷 6万円 / 礼 6万円,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000001780048e8516a8d1c4f7c95efdae94d06421a97/
6.0,6.0,0,トップ鶴見,1R,12.93㎡,3,42,鉄骨鉄筋コンクリート,鶴見,3,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区鶴見中央1,敷 6万円※ / 礼 6万円※,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001780048e8516a8d1c4f7c95efdae94d06421a97/
6.0,6.0,0,第1荒井ビル,1R,27㎡,3,63,鉄筋コンクリート,鶴見,24,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区潮田町4,敷 なし / 礼 なし,○,,○,○,,○,,○,○,,,https://realestate.yahoo.co.jp/rent/detail/00000204440376f3d3ce5323d65d407bd84e95bfc89c/
6.0,6.0,0,クレインA,1R,15.12㎡,3,35,鉄骨,鶴見,11,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区佃野町,敷 なし / 礼 なし,,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/0000024091155845ba01e59c13c748f66ffff9703ca5/
6.0,6.0,0,シティコート川崎,1R,18.22㎡,3,37,鉄骨鉄筋コンクリート,川崎,10,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区南町,敷 6万円※ / 礼 6万円※,,○,○,○,○,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000193068475d35519cba52b455e00aa0ea9af34ff/
6.0,6.0,0,メゾン石川,1R,15.1㎡,3,34,鉄骨,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区観音1,敷 6万円 / 礼 6万円,,,○,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000001586207c1a4f21b86400a2bda33fed1b36dfe7d/
6.0,6.0,0,東急東横線 大倉山駅 3階建 築50年,1R,20㎡,3,50,鉄筋コンクリート,大倉山,15,19,東急東横線,港北区,4.78,神奈川県横浜市港北区樽町2,敷 6万円 / 礼 なし,○,,○,○,○,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_000004455597e687a8813c41acad2ec30072a380a6fe/
6.0,6.0,0,村田ハイツ,1R,20㎡,3,50,鉄筋コンクリート,大倉山,15,19,東急東横線,港北区,4.78,神奈川県横浜市港北区樽町2,敷 6万円 / 礼 なし,○,,○,○,○,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000004455597e687a8813c41acad2ec30072a380a6fe/
6.0,6.0,0,JR京浜東北・根岸線 蒲田駅 12階建 築35年,1R,16.6㎡,6,35,鉄筋コンクリート,蒲田,9,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区東矢口3,敷 6万円 / 礼 6万円,,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000041068858ab2e0afeaf9e05ff794b3e156cde5b0/
6.0,6.0,0,キャッスルアメジストII,1R,16.2㎡,4,35,鉄筋コンクリート,日吉,21,22,東急東横線,中原区,4.01,神奈川県川崎市中原区木月1,敷 6万円 / 礼 6万円,,,○,○,○,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000022356183e88998de14e6988629898059eb6eead/
6.0,6.0,0,キャッスルアメジストII,1R,17.1㎡,4,39,鉄筋コンクリート,武蔵小杉,17,23,東急東横線,中原区,4.01,神奈川県川崎市中原区木月1,敷 6万円 / 礼 6万円,,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/000002235618e7259f7440b7189baf5d960e2bdaafe8/
6.0,6.0,0,戸田ルーベンス,1R,17.94㎡,3,40,鉄骨,武蔵小杉,,23,東急東横線,中原区,4.01,神奈川県川崎市中原区下新城1,敷 6万円※ / 礼 6万円※,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000031568810d61546307199420a3e70fa3e225bdde/
6.0,6.0,0,貴浩マンション,1R,21.26㎡,3,24,鉄骨,踊場,2,28,ブルーライン,泉区,4.36,神奈川県横浜市泉区中田南1,敷 6万円※ / 礼 なし,○,,○,○,,○,,,,,○,https://realestate.yahoo.co.jp/rent/detail/0000016052885c3bc7ee17e11f1eaef3d79cce72d4b8/
6.0,6.0,0,横浜市営地下鉄ブルーライン 踊場駅 5階建 築24年,1R,21.26㎡,3,24,鉄骨,踊場,2,28,ブルーライン,泉区,4.36,神奈川県横浜市泉区中田南1,敷 6万円 / 礼 なし,○,,○,○,,○,,,,,○,https://realestate.yahoo.co.jp/rent/detail/_0000016052885c3bc7ee17e11f1eaef3d79cce72d4b8/
6.0,6.0,0,ハイシティ学芸大学I,1R,13.39㎡,4,44,鉄筋コンクリート,都立大学,19,33,東急東横線,世田谷区,9.9,東京都世田谷区下馬6,敷 6万円 / 礼 6万円,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/00000287456123bcc1244b6326a05f5466bcdd3d8e13/
6.0,6.0,0,東急東横線 都立大学駅 4階建 築44年,1R,13.39㎡,4,44,鉄筋コンクリート,都立大学,20,33,東急東横線,世田谷区,9.9,東京都世田谷区下馬6,敷 6万円 / 礼 6万円,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_00000398975223bcc1244b6326a05f5466bcdd3d8e13/
